event_id,user_id,event_type,timestamp,amount
695,u144,renewal_failed,2024-06-28,0
696,u144,cancellation,2024-06-28,0
697,u145,registration,2024-06-01,0
698,u145,first_payment,2024-06-01,990
699,u145,cancellation,2024-07-01,0
700,u146,registration,2024-06-05,0
701,u146,first_payment,2024-06-05,990
702,u146,renewal_failed,2024-07-05,0
703,u146,cancellation,2024-07-05,0
704,u147,registration,2024-06-10,0
705,u147,first_payment,2024-06-10,990
706,u147,cancellation,2024-07-10,0
707,u148,registration,2024-06-15,0
708,u148,first_payment,2024-06-15,990
709,u149,registration,2024-06-20,0
710,u149,first_payment,2024-06-20,990
711,u150,registration,2024-06-25,0
712,u150,first_payment,2024-06-25,990
713,u151,registration,2024-06-28,0
714,u151,first_payment,2024-06-28,990
715,u152,registration,2024-07-01,0
716,u152,first_payment,2024-07-01,990
717,u152,renewal_failed,2024-08-01,0
718,u152,cancellation,2024-08-01,0
719,u153,registration,2024-07-05,0
720,u153,first_payment,2024-07-05,990
721,u153,cancellation,2024-08-05,0
722,u154,registration,2024-07-10,0
723,u154,first_payment,2024-07-10,990
724,u154,cancellation,2024-08-10,0
725,u155,registration,2024-07-15,0
726,u155,first_payment,2024-07-15,990
727,u155,renewal_failed,2024-08-15,0
728,u155,cancellation,2024-08-15,0
729,u156,registration,2024-07-20,0
730,u156,first_payment,2024-07-20,990
731,u156,cancellation,2024-08-20,0
732,u157,registration,2024-07-25,0
733,u157,first_payment,2024-07-25,990
734,u157,cancellation,2024-08-25,0
735,u158,registration,2024-07-28,0
736,u158,first_payment,2024-07-28,990
737,u158,renewal_failed,2024-08-28,0
738,u158,cancellation,2024-08-28,0
739,u159,registration,2024-08-01,0
740,u159,first_payment,2024-08-01,990
741,u159,cancellation,2024-09-01,0
742,u160,registration,2024-08-05,0
743,u160,first_payment,2024-08-05,990
744,u160,cancellation,2024-09-05,0
745,u161,registration,2024-01-10,0
746,u162,registration,2024-01-15,0
747,u163,registration,2024-01-20,0
748,u164,registration,2024-01-25,0
749,u165,registration,2024-02-01,0
750,u166,registration,2024-02-05,0
751,u167,registration,2024-02-10,0
752,u168,registration,2024-02-15,0
753,u169,registration,2024-02-20,0
754,u170,registration,2024-02-25,0
755,u171,registration,2024-03-01,0
756,u172,registration,2024-03-05,0
757,u173,registration,2024-03-10,0
758,u174,registration,2024-03-15,0
759,u175,registration,2024-03-20,0
760,u176,registration,2024-03-25,0
761,u177,registration,2024-04-01,0
762,u178,registration,2024-04-05,0
763,u179,registration,2024-04-10,0
764,u180,registration,2024-04-15,0
765,u181,registration,2024-04-20,0
766,u182,registration,2024-04-25,0
767,u183,registration,2024-05-01,0
768,u184,registration,2024-05-05,0
769,u185,registration,2024-05-10,0
770,u186,registration,2024-05-15,0
771,u187,registration,2024-05-20,0
772,u188,registration,2024-05-25,0
773,u189,registration,2024-06-01,0
774,u190,registration,2024-06-05,0
775,u191,registration,2024-06-10,0
776,u192,registration,2024-06-15,0
777,u193,registration,2024-06-20,0
778,u194,registration,2024-06-25,0
779,u195,registration,2024-07-01,0
780,u196,registration,2024-07-05,0
781,u197,registration,2024-07-10,0
782,u198,registration,2024-07-15,0
783,u199,registration,2024-07-20,0
784,u200,registration,2024-07-25,0
785,u201,registration,2024-03-02,0
786,u201,first_payment,2024-03-02,990
787,u201,month_2_renewal,2024-04-02,990
788,u201,month_3_renewal,2024-05-02,990
789,u201,month_4_renewal,2024-06-02,990
790,u201,month_5_renewal,2024-07-02,990
791,u201,month_6_renewal,2024-08-02,990
792,u202,registration,2024-03-03,0
793,u202,first_payment,2024-03-03,990
794,u202,month_2_renewal,2024-04-03,990
795,u202,month_3_renewal,2024-05-03,990
796,u202,cancellation,2024-06-03,0
797,u203,registration,2024-03-04,0
798,u203,first_payment,2024-03-04,990
799,u203,month_2_renewal,2024-04-04,990
800,u203,cancellation,2024-05-04,0
801,u204,registration,2024-03-05,0
802,u204,first_payment,2024-03-05,990
803,u204,month_2_renewal,2024-04-05,990
804,u204,cancellation,2024-05-05,0
805,u205,registration,2024-03-06,0
806,u205,first_payment,2024-03-06,990
807,u205,cancellation,2024-04-06,0
808,u206,registration,2024-03-06,0
809,u206,first_payment,2024-03-06,990
810,u206,cancellation,2024-04-06,0
811,u207,registration,2024-03-07,0
812,u207,first_payment,2024-03-07,990
813,u207,cancellation,2024-04-07,0
814,u208,registration,2024-03-07,0
815,u208,first_payment,2024-03-07,990
816,u208,cancellation,2024-04-07,0
817,u209,registration,2024-03-08,0
818,u209,first_payment,2024-03-08,990
819,u209,cancellation,2024-04-08,0
820,u210,registration,2024-03-08,0
821,u210,first_payment,2024-03-08,990
822,u210,cancellation,2024-04-08,0
823,u211,registration,2024-03-09,0
824,u211,first_payment,2024-03-09,990
825,u211,cancellation,2024-04-09,0
826,u212,registration,2024-03-09,0
827,u212,first_payment,2024-03-09,990
828,u212,cancellation,2024-04-09,0
829,u213,registration,2024-03-10,0
830,u213,first_payment,2024-03-10,990
831,u213,cancellation,2024-04-10,0
832,u214,registration,2024-03-10,0
833,u214,first_payment,2024-03-10,990
834,u214,cancellation,2024-04-10,0
835,u215,registration,2024-03-11,0
836,u215,first_payment,2024-03-11,990
837,u215,cancellation,2024-04-11,0
838,u216,registration,2024-03-11,0
839,u216,first_payment,2024-03-11,990
840,u216,cancellation,2024-04-11,0
841,u217,registration,2024-03-12,0
842,u217,first_payment,2024-03-12,990
843,u217,cancellation,2024-04-12,0
844,u218,registration,2024-03-12,0
845,u218,first_payment,2024-03-12,990
846,u218,cancellation,2024-04-12,0
847,u219,registration,2024-03-13,0
848,u219,first_payment,2024-03-13,990
849,u219,cancellation,2024-04-13,0
850,u220,registration,2024-03-14,0
851,u220,first_payment,2024-03-14,990
852,u220,cancellation,2024-04-14,0
853,u221,registration,2024-03-15,0
854,u221,first_payment,2024-03-15,990
855,u221,cancellation,2024-04-15,0
856,u222,registration,2024-03-16,0
857,u222,first_payment,2024-03-16,990
858,u222,cancellation,2024-04-16,0
859,u223,registration,2024-03-17,0
860,u223,first_payment,2024-03-17,990
861,u223,cancellation,2024-04-17,0
862,u224,registration,2024-03-18,0
863,u224,first_payment,2024-03-18,990
864,u224,cancellation,2024-04-18,0
865,u225,registration,2024-03-19,0
866,u225,first_payment,2024-03-19,990
867,u225,cancellation,2024-04-19,0
868,u226,registration,2024-03-07,0
869,u227,registration,2024-03-10,0
870,u228,registration,2024-03-13,0
871,u229,registration,2024-03-16,0
872,u230,registration,2024-03-19,0
873,u019,renewal_failed,2024-02-29,0
874,u019,cancellation,2024-03-03,0
875,u037,renewal_failed,2024-03-22,0
876,u037,cancellation,2024-03-25,0
877,u132,month_2_renewal,2024-05-05,990
878,u132,month_3_renewal,2024-06-05,990
879,u132,month_4_renewal,2024-07-05,990
880,u132,month_5_renewal,2024-08-05,990
881,u132,month_6_renewal,2024-09-05,990
882,u134,month_2_renewal,2024-05-15,990
883,u134,month_3_renewal,2024-06-15,990
884,u134,month_4_renewal,2024-07-15,990
885,u134,month_5_renewal,2024-08-15,990
886,u134,month_6_renewal,2024-09-15,990
887,u135,month_2_renewal,2024-05-20,990
888,u135,month_3_renewal,2024-06-20,990
889,u135,month_4_renewal,2024-07-20,990
890,u135,month_5_renewal,2024-08-20,990
891,u135,month_6_renewal,2024-09-20,990
892,u136,month_2_renewal,2024-05-25,990
893,u136,month_3_renewal,2024-06-25,990
894,u136,month_4_renewal,2024-07-25,990
895,u136,month_5_renewal,2024-08-25,990
896,u136,month_6_renewal,2024-09-25,990
897,u139,month_2_renewal,2024-06-05,990
898,u139,month_3_renewal,2024-07-05,990
899,u139,month_4_renewal,2024-08-05,990
900,u139,month_5_renewal,2024-09-05,990
901,u140,month_2_renewal,2024-06-10,990
902,u140,month_3_renewal,2024-07-10,990
903,u140,month_4_renewal,2024-08-10,990
904,u140,month_5_renewal,2024-09-10,990
905,u141,month_2_renewal,2024-06-15,990
906,u141,month_3_renewal,2024-07-15,990
907,u141,month_4_renewal,2024-08-15,990
908,u141,month_5_renewal,2024-09-15,990
909,u142,month_2_renewal,2024-06-20,990
910,u142,month_3_renewal,2024-07-20,990
911,u142,month_4_renewal,2024-08-20,990
912,u142,month_5_renewal,2024-09-20,990
913,u143,month_2_renewal,2024-06-25,990
914,u143,month_3_renewal,2024-07-25,990
915,u143,month_4_renewal,2024-08-25,990
916,u143,month_5_renewal,2024-09-25,990
917,u148,month_2_renewal,2024-07-15,990
918,u148,month_3_renewal,2024-08-15,990
919,u148,month_4_renewal,2024-09-15,990
920,u149,month_2_renewal,2024-07-20,990
921,u149,month_3_renewal,2024-08-20,990
922,u149,month_4_renewal,2024-09-20,990
923,u150,month_2_renewal,2024-07-25,990
924,u150,month_3_renewal,2024-08-25,990
925,u150,month_4_renewal,2024-09-25,990
926,u151,month_2_renewal,2024-07-28,990
927,u151,month_3_renewal,2024-08-28,990
928,u151,month_4_renewal,2024-09-28,990
